Address,Area_Name,Collision_Count
BASSETT                      ST,Topanga,31
6TH,Harbor,31
LAKE                         ST,Pacific,31
PIERCE                       ST,Mission,31
DEARBORN                     ST,Devonshire,31
TRINITY,Newton,31
TEMPLE                       ST,Olympic,31
DE GARMO                     AV,Foothill,31
WILSHIRE,Central,31
31ST                         ST,Southwest,31
84TH,77th Street,31
62ND                         PL,77th Street,31
WHITNALL                     HY,N Hollywood,31
FIRMAMENT                    AV,Van Nuys,31
WILKINS                      AV,West LA,31
VIRGIL,Northeast,31
5TH                          AV,Pacific,31
CALIFORNIA                   AV,Pacific,31
PLATT,Topanga,31
WINSTON                      ST,Central,31
BESWICK                      ST,Hollenbeck,31
PATRICIA                     AV,West LA,31
SAINT LOUIS,Hollenbeck,31
LOMA                         DR,Rampart,31
KITTRIDGE,N Hollywood,31
11TH,Olympic,31
POTOMAC                      AV,Southwest,31
QUAKERTOWN                   AV,Topanga,31
CABRILLO,Harbor,31
MATEO,Newton,31
CARONDELET,Rampart,31
91ST                         ST,77th Street,31
KENT                         ST,Rampart,31
HANCOCK                      ST,Hollenbeck,31
KENMORE                      AV,Rampart,31
OXNARD,Topanga,31
MATHEWS                      ST,Hollenbeck,30
82ND,77th Street,30
ALBANY,Rampart,30
GLENN                        AV,Hollenbeck,30
23RD                         ST,Harbor,30
PUEBLO                       AV,Hollenbeck,30
HAZELHURST                   PL,N Hollywood,30
6800    HOLLYWOOD                    BL,Hollywood,30
MASSELIN                     AV,Wilshire,30
WILLOUGHBY,Wilshire,30
5TH,Harbor,30
CUMPSTON                     ST,N Hollywood,30
ARDEN                        BL,Wilshire,30
56TH,Newton,30
VINELAND,Foothill,30
38TH                         ST,Newton,30
LANDALE                      ST,N Hollywood,30
CORNWELL                     ST,Hollenbeck,30
HUDSON                       AV,Wilshire,30
S  FIGUEROA                     ST,Southwest,30
OBSERVATORY                  RD,Northeast,30
S  GRAND                        AV,Newton,30
6100    SEPULVEDA                    BL,Van Nuys,30
WOODWARD                     AV,Foothill,30
PARK                         AV,Rampart,30
BRIMFIELD                    AV,Mission,30
HARBOR                       FY,Southeast,30
WOODBRIDGE                   ST,N Hollywood,30
WADE                         ST,Pacific,30
ESTARA                       AV,Northeast,30
ISABEL                       ST,Northeast,30
REDWOOD                      AV,Pacific,30
BURNET                       AV,Van Nuys,30
CHEROKEE,Hollywood,30
GEYSER                       AV,West Valley,30
CAMARILLO,N Hollywood,30
COSTELLO                     AV,Van Nuys,30
BASSETT                      ST,West Valley,30
27TH,Southwest,30
ORME                         AV,Hollenbeck,30
MONROE                       ST,Rampart,30
SAUGUS                       AV,Van Nuys,30
GRAND,Harbor,30
AVENUE 55,Northeast,30
LAKE,Rampart,30
STEARNS                      DR,Wilshire,30
VINEYARD                     AV,Southwest,30
80TH                         ST,Pacific,30
7600 S  BROADWAY,77th Street,30
GORDON                       ST,Hollywood,30
111TH                        ST,Pacific,30
CRANER                       AV,N Hollywood,30
MARLTON,Southwest,30
97TH,Southeast,30
INDEX                        ST,Devonshire,30
GLENDON                      AV,Pacific,30
LEMONA                       AV,Van Nuys,29
NORMANDIE                    PL,Olympic,29
WESTMONT,Harbor,29
SAN RAFAEL                   AV,Northeast,29
VIN SCULLY                   AV,Northeast,29
ISLAND,Harbor,29
85TH                         PL,77th Street,29
115TH,Southeast,29
AVION                        DR,Pacific,29
PROSPECT,Northeast,29
NORRIS                       AV,Mission,29
WALL                         ST,77th Street,29
MIRAMAR,Rampart,29
ARROYO                       ST,Mission,29
100    THE GROVE                    DR,Wilshire,29
HOPE                         ST,Newton,29
GENESEE,Wilshire,29
68TH                         ST,Newton,29
NOBLE,Mission,29
MEADOWBROOK                  AV,Wilshire,29
UNION                        AV,Southwest,29
HALSTED                      ST,Devonshire,29
MC CADDEN                    PL,Wilshire,29
OCEAN PARK,Pacific,29
SILVER LAKE                  BL,Olympic,29
MCGARRY                      ST,Newton,29
VENTURA                      PL,N Hollywood,29
BRANFORD,Foothill,29
WARWICK                      AV,Hollenbeck,29
BEEMAN                       AV,N Hollywood,29
CADILLAC,Wilshire,29
16TH                         ST,Harbor,29
100    WORLD                        WY,Pacific,29
FICKETT,Hollenbeck,29
COLDWATER CANYON,Van Nuys,29
WALL,Newton,29
VIA DOLCE,Pacific,29
ATLANTIC                     ST,Hollenbeck,29
SIERRA BONITA                AV,Hollywood,29
FRIES,Harbor,29
MC CADDEN,Hollywood,29
LOCKWOOD                     AV,Rampart,29
ORLANDO,Wilshire,29
10TH                         AV,Wilshire,29
WHITLEY,Hollywood,29
MOUNTAIR                     AV,Foothill,29
HORTENSE                     ST,N Hollywood,29
LONGRIDGE                    AV,Van Nuys,29
37TH                         DR,Southwest,29
DILLON                       ST,Rampart,29
HOLLYWOOD                    FY,Rampart,29
77TH,77th Street,29
GLENDON,West LA,29
MANHATTAN,Olympic,29
ALEXANDRIA,Rampart,29
MULHOLLAND,West LA,29
VARIEL,Topanga,29
HARTLAND                     ST,West Valley,29
BARHAM,Hollywood,29
AVENUE 24,Hollenbeck,29
CALHOUN                      AV,Van Nuys,29
WEIDNER                      ST,Foothill,29
GEORGIA,Central,29
MARINE,Harbor,29
42ND,Southwest,29
5600    DE SOTO                      AV,Topanga,29
SYLVIA                       AV,West Valley,28
JENNY                        AV,Pacific,28
STONE CANYON                 RD,West LA,28
NAOMI                        ST,Newton,28
LAKE SHORE                   AV,Northeast,28
2ND,Olympic,28
JEFFERSON                    AV,Southwest,28
RIMPAU,Wilshire,28
COLDWATER CA,West LA,28
GRAMERCY                     DR,Olympic,28
MYRA                         AV,Northeast,28
104TH                        ST,77th Street,28
PALMS                        AV,Pacific,28
COUNTRY CLUB                 DR,Olympic,28
SAN JULIAN,Central,28
WEST,Wilshire,28
VALLEY CIRCLE                BL,Devonshire,28
PENNSYLVANIA                 AV,Hollenbeck,28
LA SALLE                     AV,77th Street,28
GENTRY                       AV,N Hollywood,28
WILLARD                      ST,Mission,28
AMHERST                      AV,West LA,28
CROCKETT                     ST,Foothill,28
MILITARY                     AV,Pacific,28
W  8TH                          ST,Central,28
10200    SANTA MONICA                 BL,West LA,28
NEPTUNE,Harbor,28
WHITSETT,Foothill,28
MAYALL                       ST,Mission,28
BROADWAY,Northeast,28
PROSSER                      AV,West LA,28
N  SEPULVEDA                    BL,West LA,28
BEL AIR                      RD,West LA,28
JORDAN                       AV,Devonshire,28
HAYWORTH,Wilshire,28
HELIOTROPE,Rampart,28
VISTA                        ST,Hollywood,28
STAGG                        ST,Topanga,28
COLLIS                       AV,Hollenbeck,28
SCHRADER,Hollywood,28
LORNE                        ST,Foothill,28
VALLEYHEART                  DR,N Hollywood,28
OSO,Topanga,28
ALONZO                       AV,West Valley,28
36TH,Southwest,28
FIGUEROA                     AV,Northeast,28
LEMP                         AV,N Hollywood,28
RONAN                        AV,Harbor,28
HARPER                       AV,Wilshire,28
MIDVALE,West LA,28
WILLIS,Mission,28
LEADWELL                     ST,Van Nuys,28
STOCKBRIDGE                  AV,Hollenbeck,28
VALLEY VISTA                 BL,West Valley,28
28TH,Southwest,28
PATTON                       AV,Harbor,28
LANARK                       ST,West Valley,28
26TH                         ST,Harbor,28
W  7TH                          ST,Central,28
ROBINSON                     ST,Rampart,28
GARTH                        AV,West LA,28
LAFAYETTE PARK               PL,Rampart,28
ZOO,Northeast,28
N  CAHUENGA                     BL,Hollywood,28
SCOTT,Northeast,28
257TH                        ST,Harbor,28
OFARRELL                     ST,Harbor,28
W  CAHUENGA                     BL,N Hollywood,28
BEAUDRY                      ST,Rampart,28
CESAR CHAVEZ,Hollenbeck,28
ALLIN                        ST,Pacific,27
ANDERSON                     ST,Hollenbeck,27
W  54TH                         ST,77th Street,27
WALGROVE,Pacific,27
UNION                        ST,Rampart,27
AVENUE 49,Northeast,27
ZANJA                        ST,Pacific,27
CEDROS,Mission,27
CITY VIEW                    AV,Hollenbeck,27
GATEWAY                      BL,West LA,27
CHASE,Devonshire,27
N  WESTERN                      AV,Hollywood,27
18TH                         ST,Rampart,27
CLOVIS,Southeast,27
HART,West Valley,27
EXPOSITION,West LA,27
KINGS                        RD,Wilshire,27
00,Foothill,27
49TH,Newton,27
ECHO PARK,Rampart,27
MORGAN                       AV,Newton,27
CHICAGO,Hollenbeck,27
LANCASTER                    AV,Hollenbeck,27
BELFORD                      AV,Pacific,27
BARRY,West LA,27
KNOWLTON                     ST,Pacific,27
48TH,Southwest,27
MECCA                        AV,West Valley,27
SUNBURST                     ST,Foothill,27
78TH,77th Street,27
CLOVERDALE,Wilshire,27
18TH                         ST,Newton,27
LOS ANGELES                  ST,Newton,27
COTNER,West LA,27
SHOSHONE                     AV,Devonshire,27
87TH                         ST,77th Street,27
N  EASTERN                      AV,Hollenbeck,27
SIMPSON                      AV,N Hollywood,27
ELECTRIC                     DR,Wilshire,27
BLINN                        AV,Harbor,27
VESPER,Van Nuys,27
LONDON                       ST,Rampart,27
RUBIO                        AV,West Valley,27
220TH                        ST,Harbor,27
WATSON                       AV,Harbor,27
BASSETT                      ST,Van Nuys,27
6600    FALLBROOK                    AV,Topanga,27
FIGUEROA                     TR,Central,27
BUTLER,West LA,27
STANSBURY                    AV,Van Nuys,27
HEWITT                       ST,Central,27
HALLDALE,Southwest,27
ALLENFORD                    AV,West LA,27
ROSELAND                     ST,Southwest,27
JUDD                         ST,Foothill,27
COLUMBIA,Rampart,27
FORMAN                       AV,N Hollywood,27
DESMOND                      ST,Foothill,27
E  55TH                         ST,Newton,27
FIGUEROA                     WY,Southwest,27
AVENUE 33,Hollenbeck,27
HAUSER,Southwest,27
SIERRA BONITA                AV,Wilshire,27
BANDERA                      ST,Southeast,27
ARMINTA                      ST,Topanga,27
ARBOR VITAE,Pacific,27
W  PICO                         BL,Olympic,27
BEVERLYWOOD                  ST,West LA,27
CADILLAC,West LA,27
RUNNYMEDE                    ST,Van Nuys,27
WARING                       AV,Hollywood,27
52ND,Newton,27
N  HILL                         ST,Central,27
FLOWER                       ST,Newton,27
VINTAGE                      ST,Devonshire,27
ESTRELLA                     AV,77th Street,27
224TH                        ST,Harbor,27
BUFFALO                      AV,Van Nuys,27
HARDING                      ST,Mission,27
EASTBORNE                    AV,West LA,27
S  HOOVER                       ST,77th Street,27
FARMDALE                     AV,Southwest,27
WILLOWBROOK                  AV,Southeast,27
JUNIPER                      ST,Southeast,27
S  ALAMEDA                      ST,Central,27
BEETHOVEN,Pacific,27
98TH,Southeast,27
73RD,77th Street,27
NOLLAN                       PL,Mission,27
ALLEGHENY                    ST,Foothill,26
NEW HAMPSHIRE                AV,Northeast,26
WINDWARD,Pacific,26
STAUNTON                     AV,Newton,26
5300    ZOO                          DR,Northeast,26
MADISON,Rampart,26
DENKER,Harbor,26
COMMUNITY                    ST,Devonshire,26
FEDERAL,West LA,26
LAUREL                       AV,Wilshire,26
HONOLULU                     AV,Foothill,26
BURTON                       ST,Mission,26
61ST,Newton,26
98TH                         ST,77th Street,26
W  9TH                          ST,Central,26
TORRANCE,Harbor,26
90TH,Southeast,26
GAFFEY                       AV,Harbor,26
EL PASO,Northeast,26
SAN DIEGO                    FY,Mission,26
HARTSOOK                     ST,Van Nuys,26
22ND,Harbor,26
MENLO,Olympic,26
FULTON,N Hollywood,26
VENTURA                      FY,Van Nuys,26
NICOLET,Southwest,26
GENESTA                      AV,West Valley,26
SAINT GEORGE                 ST,Northeast,26
HARRY BRIDGES                BL,Harbor,26
2000 N  FIGUEROA                     ST,Northeast,26
41ST,Southwest,26
LANEWOOD                     AV,Hollywood,26
7TH                          AV,Wilshire,26
S  NORMANDIE                    AV,Olympic,26
SUTTER                       AV,Foothill,26
TYLER                        ST,Mission,26
NORMANDIE,Northeast,26
S  SEPULVEDA                    BL,West LA,26
NAGLE                        AV,N Hollywood,26
CALZONA                      ST,Hollenbeck,26
PICO                         BL,Hollenbeck,26
RALSTON                      AV,Mission,26
